130	inline	…|\alpha\rangle per un numero c abbiamo ⟦MATH⟧ , ed il duale sarà <math display="inline" xmlns="h…	c|\alpha\rangle = calignl\begin{array}{r} \left( \alpha_{1} \middle| \right) \\ \end{array}
131	inline	…ddle| \right) \\ \end{array}, ed il duale sarà ⟦MATH⟧ . Dunque il duale di <math display="inline" xmlns=…	\left( c^{}\alpha_{1}^{},c^{}\alpha_{2}^{} \right) = c^{}\left( \alpha_{1}^{},\alpha_{2}^{} \right) = c^{}\langle\alpha|
132	inline	…right) = c^{}\langle\alpha|. Dunque il duale di ⟦MATH⟧ è…	c|\alpha\rangle
133	inline	…encoding="application/x-tex">c|\alpha\rangle è ⟦MATH⟧ . Ora calcoliamo <math display="inline" xmlns="htt…	c^{}\langle\alpha|
134	inline	…-tex">c^{}\langle\alpha|. Ora calcoliamo ⟦MATH⟧ e mostriamo che il risultato è uguale a <math disp…	\left\langle \alpha t \middle| \beta t \right\rangle
135	inline	…\rangle e mostriamo che il risultato è uguale a ⟦MATH⟧ . <sema…	\left\langle {\alpha t}_{0} \middle| {\beta t}_{0} \right\rangle
136	inline	…0} \middle| {\beta t}_{0} \right\rangle. ⟦MATH⟧ eseguendo il prodotto scalare ed eliminando i term…	\begin{array}{r} |\beta t\rangle = \left\langle m_{\text{90}}\text{=+}k \middle| {\beta t}_{0} \right\rangle|m_{\text{90}}\text{=+}k\rangle + e^{i\phi}\left\langle m_{\text{90}} = - k \middle| {\beta t}_{0} \right\rangle|m_{\text{90}} = - k\rangle \\ \langle\alpha t| = \left\langle m_{\text{90}}\text{=+}k \middle| {\beta t}_{0} \right\rangle^{}\langle m_{\text{90}}\text{=+}k| + e^{- i\phi}\left\langle m_{\text{90}} = - k \middle| {\beta t}_{0} \right\rangle^{}\langle m_{\text{90}} = - k| \end{array}
137	inline	… il prodotto scalare ed eliminando i termini nulli ⟦MATH⟧ Per concludere rivediamo i principi fondamentali c…	\begin{array}{r} \left\langle \alpha t \middle| \beta t \right\rangle = \left\langle m_{\text{90}}\text{=+}k \middle| {\beta t}_{0} \right\rangle\left\langle m_{\text{90}}\text{=+}k \middle| {\beta t}_{0} \right\rangle^{} + \left\langle m_{\text{90}} = - k \middle| {\beta t}_{0} \right\rangle\left\langle m_{\text{90}} = - k \middle| {\beta t}_{0} \right\rangle^{} = \\ \left\langle m_{\text{90}}\text{=+}k \middle| {\beta t}_{0} \right\rangle\left\langle {\beta t}_{0} \middle| m_{\text{90}}\text{=+}k \right\rangle + \left\langle m_{\text{90}} = - k \middle| {\beta t}_{0} \right\rangle\left\langle {\beta t}_{0} \middle| m_{\text{90}} = - k \right\rangle = \\ \langle{\beta t}_{0}|\left( \left\langle m_{\text{90}}\text{=+}k \middle| {\beta t}_{0} \right\rangle|m_{\text{90}}\text{=+}k\rangle + \left\langle m_{\text{90}} = - k \middle| {\beta t}_{0} \right\rangle|m_{\text{90}} = - k\rangle \right) = \\ \left\langle {\beta t}_{0} \middle| {\beta t}_{0} \right\rangle \end{array}
138	inline	…e dalla misura si ottiene un particolare risultato ⟦MATH⟧ , il sistema si porta in uno stato tale che, se si…	g = \overline{g}
139	inline	…e la misura di g si ottiene con certezza il valore ⟦MATH⟧ . Un tale stato viene detto autostato di g con aut…	g = \overline{g}
140	inline	…le stato viene detto autostato di g con autovalore ⟦MATH⟧ . Un qualsiasi altro stato α può essere considerat…	\overline{g}
141	inline	…re rappresentato da un vettore di numeri complessi ⟦MATH⟧ . Ogni numero complesso è associato ad uno dei pos…	|\alpha\rangle = \begin{array}{r} \left( \alpha_{1} \middle| \right)\left( \vdots \middle| \right) \\ \end{array}
142	inline	… possibili valori che può assumere la grandezza g, ⟦MATH⟧ Il modulo quadrato di ognuno di questi numeri comp…	{\overline{g}}_{1},{\overline{g}}_{2},\text{...}{\overline{g}}_{n}\text{.}
143	inline	…isurando la grandezza g esca il particolare valore ⟦MATH⟧ associato al numero considerato. In generale se il…	{\overline{g}}_{k}
144	inline	… si trova in uno stato α e si misura una grandezza ⟦MATH⟧ , la probabilità che esca <math display="inline" x…	g&#39;
145	inline	…lication/x-tex">g&#39;, la probabilità che esca ⟦MATH⟧ è data dal modulo quadro del prodotto scalare tra …	g&#39; = {\overline{g}}&#39;
146	inline	… modulo quadro del prodotto scalare tra il vettore ⟦MATH⟧ ed il vettore <math display="inline" xmlns="http:/…	|\alpha\rangle
147	inline	…application/x-tex">|\alpha\rangle ed il vettore ⟦MATH⟧ associato all’autostato <math display="inline" xml…	|g&#39; = {\overline{g}}&#39;\rangle
148	inline	…verline{g}}&#39;\rangle associato all’autostato ⟦MATH⟧ di <semantics…	g&#39; = {\overline{g}}&#39;
149	inline	…lication/x-tex">g&#39; = {\overline{g}}&#39; di ⟦MATH⟧ . <…	g&#39;
150	inline	…annotation encoding="application/x-tex">g&#39;. ⟦MATH⟧ L’evoluzione nel tempo di uno stato αt segue una l…	P_{g&#39; = {\overline{g}}&#39;} = \left| \left\langle g&#39; = {\overline{g}}&#39; \middle| \alpha \right\rangle \right|^{2}
151	inline	… nel tempo di uno stato αt segue una legge lineare ⟦MATH⟧ dove <math display="inline" xmlns="http://www.w3…	|\alpha t\rangle = U\left( t_{0} \rightarrow t \right)|{\alpha t}_{0}\rangle
152	inline	…_{0}\rangle dove ⟦MATH⟧ è una matrice che dipende dal sistema e dalle “con…	U\left( t_{0} \rightarrow t \right)
153	inline	…istema e dalle “condizioni ambientali”. La matrice ⟦MATH⟧ è detta matrice di evoluzione temporale e gode del…	U\left( t_{0} \rightarrow t \right)
154	inline	…proprietà di lasciare invariati i prodotti scalari ⟦MATH⟧ Questi che abbiamo sintetizzato sono una versione …	\left\langle \alpha t \middle| \beta t \right\rangle = \left\langle {\alpha t}_{0} \middle| {\beta t}_{0} \right\rangle
